provider_name,dba_name,holding_company_name,holding_company_final,State,technology_code,Consumer,max_advertised_downstream_speed_mbps,max_advertised_upstream_speed_mbps,zip_upload,connection_type,hso_provider,Price
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52574,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50145,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50151,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50125,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50146,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51033,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51545,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52635,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51546,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51550,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51453,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52755,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50150,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52757,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52255,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52056,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50561,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50155,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50156,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51555,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50157,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50562,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52057,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,`5205,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52036,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51455,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50565,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50653,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52301,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50160,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50240,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50229,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52568,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50161,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51354,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50655,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52164,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50154,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50163,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50062,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51350,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50166,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50001,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52570,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51553,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50168,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50127,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51556,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51557,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50170,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50171,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50173,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52639,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52571,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52760,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50854,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52641,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52644,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50659,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50207,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52645,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50210,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50568,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50208,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52766,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52646,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52653,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52647,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52576,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50858,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50213,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50214,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52322,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52580,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51562,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51046,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50219,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51648,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51563,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50222,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50273,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51047,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51564,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52581,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50225,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50575,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51565,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50859,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51245,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52583,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52163,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51459,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50231,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51649,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50860,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50233,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50669,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50576,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52585,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51460,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50235,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52327,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51650,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52772,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50579,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50236,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50581,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52329,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50238,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52330,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52070,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50583,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52649,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51461,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52590,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50861,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51570,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51652,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52591,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50244,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52333,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50472,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50476,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50455,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52337,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50248,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52076,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50674,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50590,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51653,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51654,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52340,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50863,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52216,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50256,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50675,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52344,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51060,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51465,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51467,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52077,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52169,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52352,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52659,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50680,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52359,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52656,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52627,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50268,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52361,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,50272,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,51579,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,52078,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42602,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42021,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,41101,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,41102,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,41105,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,41129,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,41169,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,41168,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,41002,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,41004,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40906,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40701,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40903,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40946,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40923,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40953,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40921,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42023,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42207,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42210,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42259,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42275,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40385,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40403,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40404,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40461,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40009,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40409,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40419,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,41040,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42171,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42101,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40410,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,40444,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42717,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42731,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42519,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42503,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42501,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42518,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42025,,windstream,
"Georgia Windstream, LLC",Georgia Windstream LLC.,"Windstream Holdings, Inc.","Windstream Holdings, Inc.",,,1,,,42029,,windstream,
